URL_LENGTH,NUMBER_SPECIAL_CHARACTERS,CHARSET,CONTENT_LENGTH,WHOIS_COUNTRY,WHOIS_STATEPRO,TCP_CONVERSATION_EXCHANGE,DIST_REMOTE_TCP_PORT,REMOTE_IPS,APP_BYTES,SOURCE_APP_PACKETS,REMOTE_APP_PACKETS,SOURCE_APP_BYTES,REMOTE_APP_BYTES,APP_PACKETS,DNS_QUERY_TIMES,Type,REGISTER_MONTH,REGISTER_DAY,REGISTER_YEAR,LAST_UPDATED_MONTH,LAST_UPDATED_DAY,LAST_UPDATED_YEAR,REGISTER_HOUR,REGISTER_MINUTES,LAST_UPDATED_HOUR,LAST_UPDATED_MINUTES,REGISTER_DAYOFYEAR,REGISTER_DAYOFMONTH,REGISTER_DAYOFWEEK,REGISTER_WEEKDAY,REGISTER_WORKINGDAY,REGISTER_WEEKEND,LAST_UPDATED_DAYOFYEAR,LAST_UPDATED_DAYOFMONTH,LAST_UPDATED_DAYOFWEEK,LAST_UPDATED_WEEKDAY,LAST_UPDATED_WORKINGDAY,LAST_UPDATED_WEEKEND,nginx,apache,microsoft-httpapi,red,hat,unix,openssl,mod_bwlimited,openresty,ubuntu,oracle-iplanet-web-server,cloudflare-nginx,heptu,pepyaka,phusion,passenger,amazon,microsoft-iis,litespeed,cpanel,tsa_c,fedora,debian,centos,php,gse,tengine,sun-one-web-server,communique,amazons3,mod_perl,mod_ssl,ats,dav,cherrypy,khl,mod_fcgid,mod_jk,red-hat,frontpage,mw2114.codfw.wmnet,perl,jetty9.0.z-snapshot,httpdaemon,mediafire,dosarrest,mw2232.codfw.wmnet,sucuri,mw2260.codfw.wmnet,mw2239.codfw.wmnet,dps,rus,mod_auth_passthrough,freebsd,with,suhosin-patch,mod_log_bytes,mod_gzip,ssws,mod_apreq2-20090110,youtubefrontend,squeegit,3_sir,virtuoso,linux,i686-generic-linux-glibc212-64,vdb,apache-coyote,yippee-ki-yay,mw2165.codfw.wmnet,mw2192.codfw.wmnet,proxy,pandeiro,uol,mw2231.codfw.wmnet,mw2109.codfw.wmnet,mw2225.codfw.wmnet,mw2236.codfw.wmnet,mw2101.codfw.wmnet,varnish,resin,mw2164.codfw.wmnet,mw2242.codfw.wmnet,mw2175.codfw.wmnet,mw2107.codfw.wmnet,mw2190.codfw.wmnet,barista,mw2103.codfw.wmnet,ecd,fll,pagely,gateway,mw2097.codfw.wmnet,mw2233.codfw.wmnet,fbs,mw2199.codfw.wmnet,mw2255.codfw.wmnet,mw2228.codfw.wmnet,gunicorn,mw2241.codfw.wmnet,lighttpd,mw2230.codfw.wmnet,akamaighost,mw2240.codfw.wmnet,pws,nxfps,play,mw2185.codfw.wmnet,telling,authtds,scratch,marrakesh,mw2182.codfw.wmnet,squid,openbsd,zope,python,linux2,zserver,openam,agent,mw2104.codfw.wmnet,mw2110.codfw.wmnet,mw2176.codfw.wmnet,mw2187.codfw.wmnet,mw2106.codfw.wmnet,ben-ssl,mod_fastcgi,mod_throttle,chili!soft-asp,aeria,games,entertainment,mw2173.codfw.wmnet,enterprise,mw2198.codfw.wmnet,mw2172.codfw.wmnet,cowboy,mw2113.codfw.wmnet,mw2224.codfw.wmnet,mw2171.codfw.wmnet,mw2257.codfw.wmnet,mw2226.codfw.wmnet,dms,application-server,mw2177.codfw.wmnet,mw2197.codfw.wmnet,mw2178.codfw.wmnet,mod_python,www.lexisnexis.com,9999,mw2238.codfw.wmnet,pizza,mi,roxen,mw2180.codfw.wmnet,ebay,boston.com,frontend,ideawebserver,litigation_essentials.lexisnexis.com
29,6,UTF-8,10210.0,US,CALIFORNIA,5,4,2,486,5,7,542,486,5,0.0,0,11.0,30.0,2004.0,3.0,7.0,2017.0,0.0,0.0,0.0,0.0,335.0,30.0,1.0,1.0,1,0,66.0,31.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,6,ISO-8859-1,13684.0,US,MARYLAND,15,8,7,1134,15,9,605,1134,15,0.0,0,3.0,5.0,2008.0,4.0,14.0,2016.0,0.0,0.0,0.0,0.0,65.0,31.0,2.0,2.0,1,0,105.0,30.0,3.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,6,US-ASCII,324.0,CA,ONTARIO,3,3,1,366,3,5,306,366,3,0.0,0,5.0,8.0,2003.0,5.0,9.0,2016.0,0.0,0.0,0.0,0.0,128.0,31.0,3.0,3.0,1,0,130.0,31.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,6,ISO-8859-1,770.0,US,SOUTH CAROLINA,5,3,3,486,5,7,436,486,5,0.0,0,11.0,2.0,2010.0,10.0,20.0,2015.0,21.0,52.0,23.0,34.0,306.0,30.0,1.0,1.0,1,0,293.0,31.0,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,8,UTF-8,6813.0,US,TEXAS,17,9,10,1249,17,15,1062,1249,17,0.0,0,5.0,23.0,2006.0,7.0,13.0,2016.0,0.0,0.0,0.0,0.0,143.0,31.0,1.0,1.0,1,0,195.0,31.0,2.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,6,US-ASCII,324.0,,,34,9,6,2861,38,26,15260,3229,38,4.0,0,7.0,2.0,1998.0,7.0,5.0,2016.0,0.0,0.0,0.0,0.0,183.0,31.0,3.0,3.0,1,0,187.0,31.0,1.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29,6,ISO-8859-1,34.0,US,CALIFORNIA,10,2,9,612,12,14,918,772,12,2.0,0,12.0,2.0,1998.0,12.0,2.0,2016.0,0.0,0.0,0.0,0.0,336.0,31.0,2.0,2.0,1,0,337.0,31.0,4.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,7,ISO-8859-1,,US,CALIFORNIA,32,21,8,4561,38,36,10429,4997,38,6.0,0,4.0,22.0,1997.0,2.0,22.0,2017.0,0.0,0.0,0.0,0.0,112.0,30.0,1.0,1.0,1,0,53.0,28.0,2.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,8,UTF-8,20404.0,US,CALIFORNIA,33,6,5,3533,37,35,46688,3859,37,4.0,0,7.0,31.0,2000.0,6.0,29.0,2016.0,0.0,0.0,0.0,0.0,213.0,31.0,0.0,0.0,1,0,181.0,30.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,8,UTF-8,,CN,ZHEJIANG,28,0,5,3183,36,33,24455,3777,36,8.0,0,4.0,15.0,1999.0,6.0,20.0,2012.0,0.0,0.0,0.0,0.0,105.0,30.0,3.0,3.0,1,0,172.0,30.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,6,UTF-8,7159.0,US,ARIZONA,21,6,11,1515,23,18,1334,1675,23,2.0,0,5.0,30.0,2003.0,7.0,10.0,2015.0,0.0,0.0,0.0,0.0,150.0,31.0,4.0,4.0,1,0,191.0,31.0,4.0,4.0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29,6,UTF-8,,US,NEW MEXICO,24,1,3,2195,29,30,55576,2515,29,4.0,0,1.0,10.0,2002.0,2.0,26.0,2014.0,0.0,57.0,23.0,35.0,10.0,31.0,3.0,3.0,1,0,57.0,28.0,2.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,6,ISO-8859-1,388.0,US,NEW YORK,0,0,0,0,0,0,0,0,0,0.0,0,3.0,17.0,2006.0,8.0,14.0,2013.0,0.0,0.0,0.0,0.0,76.0,31.0,4.0,4.0,1,0,226.0,31.0,2.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,6,ISO-8859-1,199.0,,,0,0,0,0,0,0,0,0,0,0.0,0,3.0,1.0,1999.0,3.0,7.0,2013.0,0.0,0.0,0.0,0.0,60.0,31.0,0.0,0.0,1,0,66.0,31.0,3.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,8,US-ASCII,324.0,AU,QUEENSLAND,0,0,0,0,0,0,0,0,0,0.0,0,7.0,1.0,2015.0,3.0,4.0,2016.0,0.0,0.0,0.0,0.0,182.0,31.0,2.0,2.0,1,0,64.0,31.0,4.0,4.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29,6,ISO-8859-1,,CA,ONTARIO,0,0,0,0,0,0,0,0,0,0.0,0,1.0,22.0,2006.0,1.0,22.0,2017.0,0.0,0.0,0.0,0.0,22.0,31.0,6.0,6.0,0,1,22.0,31.0,6.0,6.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,6,UTF-8,,US,CALIFORNIA,0,0,0,0,0,0,0,0,0,0.0,0,2.0,22.0,1996.0,1.0,16.0,2015.0,0.0,0.0,0.0,0.0,53.0,29.0,3.0,3.0,1,0,16.0,31.0,4.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,8,ISO-8859-1,177.0,,,7,0,2,666,9,9,1094,826,9,2.0,1,,,,,,,,,,,,,,,0,0,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,6,UTF-8,,SE,,0,0,0,0,0,0,0,0,0,0.0,0,3.0,6.0,1996.0,10.0,28.0,2013.0,5.0,0.0,10.0,54.0,66.0,31.0,2.0,2.0,1,0,301.0,31.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,6,ISO-8859-1,199.0,US,MASSACHUSETTS,0,0,0,0,0,0,0,0,0,0.0,0,2.0,8.0,2013.0,3.0,15.0,2017.0,0.0,0.0,0.0,0.0,39.0,28.0,4.0,4.0,1,0,74.0,31.0,2.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,7,UTF-8,,US,NEW YORK,14,9,3,1918,18,17,5546,2182,18,4.0,0,3.0,23.0,1995.0,3.0,3.0,2017.0,0.0,0.0,0.0,0.0,82.0,31.0,3.0,3.0,1,0,62.0,31.0,4.0,4.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,6,ISO-8859-1,,US,CALIFORNIA,62,52,12,8974,76,69,30726,10006,76,14.0,0,3.0,29.0,1997.0,11.0,29.0,2016.0,0.0,0.0,0.0,0.0,88.0,31.0,5.0,5.0,0,1,334.0,30.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,6,ISO-8859-1,,US,CALIFORNIA,22,17,2,3914,28,27,9833,4350,28,6.0,0,4.0,22.0,1997.0,2.0,22.0,2017.0,0.0,0.0,0.0,0.0,112.0,30.0,1.0,1.0,1,0,53.0,28.0,2.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,6,ISO-8859-1,,,,18,17,5,1188,18,19,1451,1188,18,0.0,0,4.0,15.0,2003.0,2.0,19.0,2016.0,0.0,0.0,0.0,0.0,105.0,30.0,1.0,1.0,1,0,50.0,29.0,4.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,6,NONE,,US,WISCONSIN,6,4,4,552,6,9,564,552,6,0.0,0,10.0,24.0,1996.0,10.0,19.0,2016.0,0.0,0.0,0.0,0.0,298.0,31.0,3.0,3.0,1,0,293.0,31.0,2.0,2.0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,6,UTF-8,14703.0,US,TEXAS,2,2,1,276,2,4,250,276,2,0.0,0,8.0,4.0,1998.0,9.0,4.0,2013.0,0.0,0.0,0.0,0.0,216.0,31.0,1.0,1.0,1,0,247.0,30.0,2.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,6,UTF-8,8751.0,US,FLORIDA,15,2,6,1528,19,17,5586,1860,19,4.0,0,4.0,30.0,2016.0,10.0,4.0,2016.0,0.0,0.0,0.0,0.0,121.0,30.0,5.0,5.0,0,1,278.0,31.0,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
